platform,path,display_name,emulator_command,extension
cplus4,archive:ni-roms/roms/Commodore - Plus-4.zip,NoIntro,vice_xplus4_libretro,
cplus4,"TOSEC/Commodore/C16, C116 & Plus-4/Games/[PRG]",PRG,vice_xplus4_libretro,
cplus4,"TOSEC/Commodore/C16, C116 & Plus-4/Games/[TAP]",TAP,vice_xplus4_libretro,
cplus4,"TOSEC/Commodore/C16, C116 & Plus-4/Utilities/[PRG]",Utils,vice_xplus4_libretro,
cplus4,archive:mame-sl/mame-sl/plus4_cart.zip,MAME,mame c16 -cart,
cplus4,archive:mame-sl/mame-sl/plus4_flop.zip,Flop MAME,mame c16 -flop,
cplus4,archive:mame-sl/mame-sl/plus4_cass.zip,Cass MAME,mame c16 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
c20,archive:ni-roms/roms/Commodore - VIC-20.zip,NoIntro,vice_xvic_libretro,
c20,archive:tosec-main/Commodore/VIC20/Games/[CRT]/Singlepart,CRT,vice_xvic_libretro,
c20,archive:tosec-main/Commodore/VIC20/Games/[D64],D64,vice_xvic_libretro,
c20,archive:tosec-main/Commodore/VIC20/Games/[PRG]/Singlepart,PRG,vice_xvic_libretro,
c20,archive:tosec-main/Commodore/VIC20/Games/[TAP],TAP,vice_xvic_libretro,
c20,archive:tosec-main/Commodore/VIC20/Applications/[PRG]/Singlepart,App,vice_xvic_libretro,
c20,archive:mame-sl/mame-sl/vic1001_cart.zip,MAME,mame vic20 -cart,
vic10,archive:mame-sl/mame-sl/vic10.zip,MAME,mame vic10,
cbm2,archive:mame-sl/mame-sl/cbm2_cart.zip,Cart MAME,mame cbm610 -cart,
cbm2,archive:mame-sl/mame-sl/cbm2_flop.zip,Flop MAME,"mame cbm610 -autoboot_command 'DLOAD""""*""""\nRUN\n' -autoboot_delay 5 -flop1",
c64,archive:ni-roms/roms/Commodore - Commodore 64.zip,NoIntro,vice_x64sc_libretro,
c64,archive:ni-roms/roms/Commodore - Commodore 64 (PP).zip,PP,vice_x64sc_libretro,
c64,archive:ni-roms/roms/Commodore - Commodore 64 (Tapes).zip,Tapes,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Adventure/[D64],Adventure,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Arcade/[D64],Arcade,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Boulder Dash/[D64],Boulder,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Cards/[D64],Cards,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Gambling/[D64],Gambling,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Misc/[D64],Misc,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Racing/[D64],Racing,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Shoot'em Up/[D64],Shootem,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Simulation/[D64],Simulation,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Sports/[D64],Sports,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Games/Strategy/[D64],Strategy,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Educational/[D64],Edu D64,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Educational/[PRG],Edu PRG,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Educational/[T64],Edu T64,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Applications/[D64],App D64,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Applications/[PRG],App PRG,vice_x64sc_libretro,
c64,archive:tosec-main/Commodore/C64/Applications/[T64],App T64,vice_x64sc_libretro,
c64,archive:mame-sl/mame-sl/c64_cart.zip,Cart MAME,mame c64 -cart,
c64,archive:mame-sl/mame-sl/c64_cass.zip,Cass MAME,mame c64 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
c64,archive:mame-sl/mame-sl/c64_flop_orig.zip,Flop Orig MAME,mame c64 -flop,
c64,archive:mame-sl/mame-sl/c64_flop_misc.zip,Flop Misc MAME,mame c64 -flop,
c128,archive:tosec-main/Commodore/C128/Games/[D64],D64,vice_x128_libretro,
c128,archive:tosec-main/Commodore/C128/Games/[PRG],PRG,vice_x128_libretro,
c128,archive:tosec-main/Commodore/C128/Applications/[D64],App,vice_x128_libretro,
c128,archive:mame-sl/mame-sl/c128_cart.zip,Cart MAME,mame c128 -cart,
c128,archive:mame-sl/mame-sl/c128_flop.zip,Flop MAME,mame c128 -flop,
c128,archive:mame-sl/mame-sl/c128_rom.zip,Rom MAME,mame c128 -rom,
amiga500,archive:ni-roms/roms/Commodore - Amiga.zip,NoIntro,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Games/[ADF],ADF,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Games/[Unofficial IPF],IPF,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Games/Public Domain/[ADF],PD,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Games/SPS,SPS,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Educational/[ADF],Edu,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Applications/[ADF],App,puae_libretro,
amiga500,archive:tosec-main/Commodore/Amiga/Applications/Public Domain/[ADF],App PD,puae_libretro,
amiga500,archive:mame-sl/mame-sl/amiga_flop.zip,Flop MAME,mame a500 -flop,
amiga500,archive:mame-sl/mame-sl/amigaecs_flop.zip,ECS Flop MAME,mame a600 -flop,
amiga500,archive:mame-sl/mame-sl/amigaocs_flop.zip,OCS Flop MAME,mame a500 -flop,
amiga500,archive:mame-sl/mame-sl/amigaaga_flop.zip,AGA Flop MAME,mame a1200 -flop,
amiga500,MAME/Software List CHDs (merged)/amiga_cd,CD CHD,mame a500 -cdrom,
amiga1200,archive:noaen-redump-commodore-amiga-cd,Redump,puae_libretro,cue
amiga1200,archive:tosec-iso-commodore/Amiga/CD/Games/[ISO],ISO,puae_libretro,cue
amiga1200,archive:tosec-iso-commodore/Amiga/CD/Applications/[ISO],App,puae_libretro,cue
amiga1200,archive:tosec-iso-commodore/Amiga/CD/Multimedia/[ISO],Multimedia,puae_libretro,cue
amigacdtv,archive:commodore-amiga-cdtv-redump,Redump,puae_libretro,cue
amigacdtv,archive:tosec-iso-commodore/Amiga CDTV/Games/[ISO],ISO,puae_libretro,cue
amigacdtv,archive:tosec-iso-commodore/Amiga CDTV/Applications/[ISO],App,puae_libretro,cue
amigacdtv,archive:tosec-iso-commodore/Amiga CDTV/Educational/[ISO],Edu,puae_libretro,cue
amigacdtv,archive:tosec-iso-commodore/Amiga CDTV/Multimedia/[ISO],Multimedia,puae_libretro,cue
amigacdtv,archive:mame-software-list-chds-2/cdtv,CHD,mame cdtv -cdrm,
amigacd32,archive:noaen-redump-commodore-amiga-cd32,Redump,puae_libretro,cue
amigacd32,archive:tosec-iso-commodore/Amiga CD32/Games/[ISO],ISO,puae_libretro,cue
amigacd32,archive:tosec-iso-commodore/Amiga CD32/Applications,App,puae_libretro,cue
amigacd32,archive:tosec-iso-commodore/Amiga CD32/Educational/[ISO],Edu,puae_libretro,cue
amigacd32,archive:tosec-iso-commodore/Amiga CD32/Multimedia/[ISO],Multimedia,puae_libretro,cue
amigacd32,archive:mame-software-list-chds-2/cd32,CHD,mame cd32 -cdrm,
x1,archive:tosec-main/Sharp/X1/Games/[2D],2D,x1_libretro,
x1,archive:tosec-main/Sharp/X1/Games/[D88],D88,x1_libretro,
x1,archive:mame-sl/mame-sl/x1_cass.zip,Cass MAME,mame x1 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
x1,archive:mame-sl/mame-sl/x1_flop.zip,Flop MAME,mame x1 -flop1,
x68000,archive:tosec-main/Sharp/X68000/Games/[DIM],DIM,px68k_libretro,
x68000,archive:tosec-main/Sharp/X68000/Applications,App,px68k_libretro,
x68000,archive:mame-sl/mame-sl/x68k_flop.zip,MAME,mame x68000 -flop1,
mz80k,MAME/Software List ROMs (merged)/mz80k_cass,MAME,mame mz80k -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz700,archive:tosec-main/Sharp/MZ-700/Games/[MZF],MZF,mame mz700 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz700,archive:tosec-main/Sharp/MZ-700/Games/[MZT],MZT,mame mz700 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz700,archive:mame-sl/mame-sl/mz700_cass.zip,MAME,mame mz700 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz800,archive:tosec-main/Sharp/MZ-800 & MZ-1500/Games/[MZF],MZF,mame mz800 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz800,archive:tosec-main/Sharp/MZ-800 & MZ-1500/Games/[MZT],MZT,mame mz800 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz800,archive:mame-sl/mame-sl/mz800_cass.zip,MAME,mame mz800 -autoboot_command 'L\n' -autoboot_delay 3 -cass,
mz2000,archive:tosec-main/Sharp/MZ-2000 & MZ-2200/Games/[MZT],MZT,mame mz2000 -autoboot_command 'C' -autoboot_delay 5 -cass,
mz2000,archive:mame-sl/mame-sl/mz2000_cass.zip,MAME,mame mz2000 -autoboot_command 'C' -autoboot_delay 5 -cass,
mz2500,MAME/Software List ROMs (merged)/mz2500_flop,MAME,mame mz2500 -flop1,
spc1000,archive:mame-sl/mame-sl/spc1000_cass.zip,MAME,mame spc1000 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
spc1500,archive:mame-sl/mame-sl/spc1500_cass.zip,MAME,mame spc1500 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
mc1000,archive:mame-sl/mame-sl/mc1000_cass.zip,MAME,mame mc1000 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
mame,archive:mame-roms-merged_/MAME ROMs (merged),MAME,mame,
mame,archive:mame-0.264-roms-non-merged,Non-Merged,mame,
mame,archive:mame-0.260-roms-split_202310,Split,mame,
mame,archive:MAME0.37b5_MAME2000_Reference_Set_Update_2_ROMs_Samples/roms,2000,mame,
mame,archive:MAME2003_Reference_Set_MAME0.78_ROMs_CHDs_Samples/roms,2003,mame,
mame,MAME/Reference Sets/0.94 ROMs (non-merged),2005,mame,
mame,archive:MAME0.106-Reference-Set-ROMs-CHDs-Samples/MAME0.106Non-Merged.zip,2006,mame,
mame,archive:MAME_2010_full_nonmerged_romsets/roms.zip,2010,mame,
mame,archive:MAME_2015_arcade_romsets/roms.zip,2015,mame,
mame,archive:MAME_2016_Arcade_Romsets/roms.zip,2016,mame,
vgmplay,archive:mame-sl/mame-sl/vgmplay.zip,MAME,mame vgmplay -quik,
fbneo,archive:FBNEOPACK,FinalBurn Neo,fbneo_libretro,
neogeo,archive:mame-sl/mame-sl/neogeo.zip,MAME,mame aes -cart,
neogeocd,archive:snk-neo-geo-cd-redump,Redump,neocd_libretro,cue
neogeocd,archive:tosec-iso-snk/Neo-Geo CD/Games/[ISO],ISO,neocd_libretro,cue
neogeocd,MAME/Software List CHDs (merged)/neocd,CHD,mame neocdz -cdrm,
ngp,archive:ni-roms/roms/SNK - NeoGeo Pocket.zip,NoIntro,mednafen_ngp_libretro,
ngp,archive:tosec-main/SNK/Neo-Geo Pocket/Games,TOSEC,mednafen_ngp_libretro,
ngp,archive:mame-sl/mame-sl/ngp.zip,MAME,mame ngp -cart,
ngpc,archive:ni-roms/roms/SNK - NeoGeo Pocket Color.zip,NoIntro,mednafen_ngp_libretro,
ngpc,archive:tosec-main/SNK/Neo-Geo Pocket Color/Games,TOSEC,mednafen_ngp_libretro,
ngpc,archive:mame-sl/mame-sl/ngpc.zip,MAME,mame ngpc -cart,
mononcolor,archive:mame-sl/mame-sl/monon_color.zip,MAME,mame mononcol -cart,
gameking,archive:mame-sl/mame-sl/gameking.zip,MAME,mame gameking -cart,
gameking3,archive:mame-sl/mame-sl/gameking3.zip,MAME,mame gamekin3 -cart,
videobrain,archive:mame-sl/mame-sl/vidbrain.zip,MAME,mame vidbrain -cart,
unichamp,archive:mame-sl/mame-sl/unichamp.zip,MAME,mame unichamp -cart,
myvision,archive:mame-sl/mame-sl/myvision.zip,MAME,mame myvision -cart,
entexsag,archive:mame-sl/mame-sl/entex_sag.zip,MAME,mame sag -cart,
vii,archive:mame-sl/mame-sl/vii.zip,MAME,mame vii -cart,
mtx,archive:mame-sl/mame-sl/mtx_cart.zip,Cart MAME,mame mtx512 -cart1,
mtx,archive:mame-sl/mame-sl/mtx_cass.zip,Cass MAME,"mame mtx512 -autoboot_command 'LOAD """"\n' -autoboot_delay 3 -cass",
mtx,archive:mame-sl/mame-sl/mtx_flop.zip,Flop MAME,mame mtx512 -exp_ext sdxbas -flop1,
mtx,archive:mame-sl/mame-sl/mtx_rom.zip,ROM MAME,mame mtx512 -rom,
pmd85,archive:mame-sl/mame-sl/pmd85_cass.zip,MAME,mame pmd851 -autoboot_command 'MGLD 00\n' -autoboot_delay 3 -cass,
pecom64,archive:mame-sl/mame-sl/pecom_cass.zip,MAME,mame pecom64 -autoboot_command 'PLOAD\nRUN\n' -autoboot_delay 3 -cass,
galaxy,archive:mame-sl/mame-sl/galaxy.zip,MAME,mame galaxy -autoboot_command 'OLD\nRUN\n' -autoboot_delay 3 -cass,
apogee,archive:mame-sl/mame-sl/apogee.zip,MAME,mame apogee -autoboot_command 'I\n' -autoboot_delay 3 -cass,
radio86,archive:mame-sl/mame-sl/radio86_cass.zip,MAME,mame radio86 -autoboot_command 'I\n' -autoboot_delay 3 -cass,
mikrosha,archive:mame-sl/mame-sl/mikrosha_cass.zip,MAME,mame mikrosha -autoboot_command 'I\n' -autoboot_delay 3 -cass,
orion128,archive:mame-sl/mame-sl/orion_flop.zip,MAME,mame orion128 -flop1,
orion128,archive:mame-sl/mame-sl/orion_cass.zip,Cass MAME,mame orion128 -cass,
vector06,archive:mame-sl/mame-sl/vector06_flop.zip,MAME,mame vector06 -flop1,
lviv,archive:mame-sl/mame-sl/lviv.zip,MAME,"mame lviv -autoboot_command 'CLOAD """"\nRUN\n' -autoboot_delay 3 -cass",
einstein,archive:mame-sl/mame-sl/einstein.zip,MAME,mame einstein -flop1,
m5,archive:mame-sl/mame-sl/m5_cart.zip,Cart MAME,mame m5 -cart1,
m5,archive:mame-sl/mame-sl/m5_cass.zip,Cass MAME,mame m5 -cart1 m5_cart:basici -autoboot_command 'CHAIN\n' -autoboot_delay 5 -cass,
aquarius,archive:mame-sl/mame-sl/aquarius_cart.zip,Cart MAME,mame aquarius -cart1,
aquarius,archive:mame-sl/mame-sl/aquarius_cass.zip,Cass MAME,mame aquarius -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass,
sorcerer,archive:mame-sl/mame-sl/sorcerer_cart.zip,Cart MAME,mame sorcerer -cart,
sorcerer,archive:mame-sl/mame-sl/sorcerer_cass.zip,Cass MAME,mame sorcerer -cart sorcerer_cart:basicpac -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 5 -cass1,
sorcerer,archive:mame-sl/mame-sl/sorcerer_flop.zip,Flop MAME,mame sorcererd -flop1,
sol20,archive:mame-sl/mame-sl/sol20_cass.zip,MAME,mame sol20 -cass1,
interact,archive:mame-sl/mame-sl/interact.zip,MAME,mame interact -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass,
rainbow,archive:mame-sl/mame-sl/rainbow.zip,MAME,mame rainbow -flop1,
phc25,archive:mame-sl/mame-sl/phc25_cass.zip,MAME,mame phc25 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass,
jupace,archive:mame-sl/mame-sl/jupace_cass.zip,MAME,mame jupace -cass,
alice,archive:mame-sl/mame-sl/alice32.zip,A32 MAME,mame alice32 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass,
alice,archive:mame-sl/mame-sl/alice90.zip,A90 MAME,mame alice90 -autoboot_command 'CLOAD\nRUN\n' -autoboot_delay 3 -cass,
tiki100,archive:mame-sl/mame-sl/tiki100.zip,MAME,mame tiki100 -flop1,
pencil2,archive:mame-sl/mame-sl/pencil2.zip,MAME,mame pencil2 -cart,
super80,archive:mame-sl/mame-sl/super80_cass.zip,Cass MAME,mame super80 -cass,
super80,archive:mame-sl/mame-sl/super80_flop.zip,Flop MAME,mame super80r -flop1,
kc85,archive:mame-sl/mame-sl/kc_cass.zip,Cass MAME,mame kc85_4 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
kc85,archive:mame-sl/mame-sl/kc_cart.zip,Cart MAME,mame kc85_4 -cart,
kc85,archive:mame-sl/mame-sl/kc_flop.zip,Flop MAME,mame kc85_4 -flop1,
special,archive:mame-sl/mame-sl/special_cass.zip,MAME,mame special -autoboot_command 'I\n' -autoboot_delay 3 -cass,
special,archive:mame-sl/mame-sl/special_flop.zip,Flop MAME,mame specimx -flop1,
z80ne,archive:mame-sl/mame-sl/z80ne_cass.zip,Cass MAME,mame z80net -cass1,
z80ne,archive:mame-sl/mame-sl/z80ne_flop.zip,Flop MAME,mame z80netf -flop1,
j2me,archive:ni-roms/roms/Mobile - J2ME.zip,NoIntro,freej2me_libretro,jar
palm,archive:ni-roms/roms/Mobile - Palm OS (Digital).zip,NoIntro,mu_libretro,prc
studio2,archive:mame-sl/mame-sl/studio2.zip,MAME,mame studio2 -cart,
juicebox,archive:mame-sl/mame-sl/juicebox.zip,MAME,mame juicebox,
hyperscan,archive:mame-software-list-chds-2/hyperscan,MAME,mame hyprscan -cdrom,
compclr2,archive:mame-sl/mame-sl/compclr2_flop.zip,MAME,mame compclr2 -flop1,
nascom,archive:mame-sl/mame-sl/nascom_snap.zip,Snap MAME,mame nascom2 -dump1,
nascom,archive:mame-sl/mame-sl/nascom_flop.zip,Flop MAME,mame nascom2 -flop1,
partner,archive:mame-sl/mame-sl/partner_cass.zip,Cass MAME,mame partner -cass,
partner,archive:mame-sl/mame-sl/partner_flop.zip,Flop MAME,mame partner -flop1,
vg5k,archive:mame-sl/mame-sl/vg5k.zip,MAME,mame vg5k -cass,
orao,archive:mame-sl/mame-sl/orao.zip,MAME,mame orao -cass,
z88,archive:mame-sl/mame-sl/z88_cart.zip,MAME,mame z88 -cart1,
exl100,archive:mame-sl/mame-sl/exl100.zip,MAME,mame exl100 -cart,
pegasus,archive:mame-sl/mame-sl/pegasus_cart.zip,MAME,mame pegasus -rom1,
korvet,archive:mame-sl/mame-sl/korvet_flop.zip,MAME,mame korvet -flop1,
abc80,archive:mame-sl/mame-sl/abc80_flop.zip,Flop MAME,mame abc80 -flop1,
abc80,archive:mame-sl/mame-sl/abc80_cass.zip,Cass MAME,mame abc80 -cass,
abc80,archive:mame-sl/mame-sl/abc80_rom.zip,ROM MAME,mame abc80 -cart,
juku,archive:mame-sl/mame-sl/juku.zip,MAME,mame juku -flop1,
x07,archive:mame-sl/mame-sl/x07_cass.zip,MAME,mame x07 -cass,
kaypro,archive:mame-sl/mame-sl/kaypro.zip,MAME,mame kaypro2x -flop1,
ekara,archive:mame-sl/mame-sl/ekara_cart.zip,MAME,mame ekara -cart,
videoart,archive:mame-sl/mame-sl/videoart.zip,MAME,mame videoart -cart,
